crop_id,category,habit,life_form,life_span,physiology,plant_attributes
6401,"materials, ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,multi stem,
6435,medicinals & aromatic,erect,herb,perennial,,harvested from wild
6458,"cereals & pseudocereals, materials",prostrate/procumbent/semi-erect,grass,perennial,"deciduous, multi stem",
6500,vegetables,prostrate/procumbent/semi-erect,herb,,,
6502,"vegetables, materials",prostrate/procumbent/semi-erect,herb,perennial,multi stem,harvested from wild
6520,fruits & nuts,erect,"shrub, tree",perennial,"semi evergreen, deciduous",grown on small scale
6523,"forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
6551,"forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
6562,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed",erect,tree,perennial,"evergreen, semi evergreen, single stem",
6567,"forage/pasture, materials, medicinals & aromatic",erect,herb,annual,,grown on small scale
6569,"vegetables, materials, ornamentals/turf, medicinals & aromatic",acaulescent (or rosette plants),herb,perennial,"deciduous, single stem",grown on small scale
6579,"forage/pasture, vegetables, materials, ornamentals/turf, medicinals & aromatic",erect,herb,annual,,"grown on small scale, harvested from wild"
6663,"vegetables, medicinals & aromatic",erect,herb,perennial,,harvested from wild
6708,"forage/pasture, fruits & nuts, vegetables, medicinals & aromatic",erect,"herb, sub-shrub",annual,"multi stem, C3 photosynthesis",grown on small scale
6732,"fruits & nuts, medicinals & aromatic","erect, prostrate/procumbent/semi-erect","shrub, tree",perennial,"deciduous, single stem, multi stem","grown on small scale, harvested from wild"
6733,"forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on small scale
6754,cereals & pseudocereals,erect,grass,perennial,multi stem,harvested from wild
6779,"materials, medicinals & aromatic",climber/scrambler/scadent,vine,perennial,,grown on large scale
6809,"fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,single stem,
6837,"forage/pasture, fruits & nuts, vegetables, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, deciduous, single stem, multi stem",
6893,"forage/pasture, fruits & nuts, ornamentals/turf, forest/wood, environmental",erect,tree,perennial,single stem,grown on small scale
6896,"fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
6901,"ornamentals/turf, medicinals & aromatic",acaulescent (or rosette plants),herb,perennial,,grown on small scale
6955,medicinals & aromatic,erect,herb,perennial,,grown on small scale
6958,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
7000,"forage/pasture, fruits & nuts, materials",erect,tree,perennial,evergreen,
7010,"fruits & nuts, ornamentals/turf, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on small scale
7013,"fruits & nuts, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on small scale
7014,fruits & nuts,erect,tree,perennial,"deciduous, single stem",
7022,"fruits & nuts, medicinals & aromatic",erect,shrub,perennial,,grown on small scale
7056,fruits & nuts,prostrate/procumbent/semi-erect,herb,annual,multi stem,grown on small scale
7081,"forage/pasture, vegetables, medicinals & aromatic",erect,herb,perennial,,grown on small scale
7103,medicinals & aromatic,erect,herb,perennial,,harvested from wild
7164,"pulses (grain legumes), forage/pasture, environmental",erect,herb,annual,"multi stem, C3 photosynthesis",grown on large scale
7208,"forage/pasture, fruits & nuts, environmental",erect,shrub,perennial,multi stem,harvested from wild
7209,"pulses (grain legumes), medicinals & aromatic",erect,herb,annual,"multi stem, C3 photosynthesis",grown on large scale
7220,roots/tubers,"prostrate/procumbent/semi-erect, acaulescent (or rosette plants)",herb,perennial,single stem,grown on small scale
7227,vegetables,erect,herb,annual,,grown on small scale
7277,"roots/tubers, medicinals & aromatic",erect,herb,perennial,,grown on small scale
7330,medicinals & aromatic,erect,herb,perennial,,grown on small scale
7364,"vegetables, ornamentals/turf",erect,tree,perennial,"evergreen, single stem",grown on small scale
7412,"pulses (grain legumes), forage/pasture",prostrate/procumbent/semi-erect,herb,annual,multi stem,
7431,"pulses (grain legumes), materials, medicinals & aromatic",erect,herb,annual,single stem,grown on large scale
7434,cover crop,erect,herb,annual,single stem,grown on large scale
7435,"pulses (grain legumes), forage/pasture, ornamentals/turf, medicinals & aromatic",erect,herb,annual,single stem,grown on small scale
7444,"vegetables, ornamentals/turf, medicinals & aromatic, cover crop, environmental",erect,shrub,perennial,"deciduous, multi stem",
7557,"vegetables, materials, ornamentals/turf, environmental",erect,herb,perennial,"deciduous, multi stem",
7605,"fruits & nuts, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,grown on small scale
7618,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,"grown on small scale, harvested from wild"
7637,medicinals & aromatic,"erect, prostrate/procumbent/semi-erect",herb,annual,,grown on large scale
7639,"fruits & nuts, materials, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
7695,"vegetables, materials",erect,grass,perennial,"evergreen, multi stem",
7710,materials,erect,herb,perennial,single stem,grown on small scale
7721,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,"grown on small scale, harvested from wild"
7735,medicinals & aromatic,erect,tree,perennial,,grown on small scale
7736,"fruits & nuts, forest/wood",erect,tree,perennial,"evergreen, single stem",
7769,"forage/pasture, fruits & nuts, materials",erect,tree,perennial,"deciduous, single stem",
7795,"fruits & nuts, vegetables, ornamentals/turf, environmental",climber/scrambler/scadent,"herb, vine",annual,multi stem,grown on small scale
7797,"vegetables, materials, medicinals & aromatic","prostrate/procumbent/semi-erect, climber/scrambler/scadent","herb, vine",perennial,multi stem,grown on small scale
7813,"fruits & nuts, ornamentals/turf",climber/scrambler/scadent,vine,perennial,,grown on small scale
7829,fruits & nuts,erect,tree,perennial,"deciduous, single stem",grown on small scale
7832,"forage/pasture, vegetables, environmental",prostrate/procumbent/semi-erect,"herb, sub-shrub",annual,multi stem,
7848,"forage/pasture, fruits & nuts",erect,herb,perennial,"evergreen, single stem, C3 photosynthesis",grown on large scale
7849,"fruits & nuts, vegetables, medicinals & aromatic, environmental",erect,herb,perennial,"evergreen, single stem, C3 photosynthesis",grown on large scale
7852,vegetables,erect,herb,perennial,"evergreen, single stem",grown on small scale
7856,vegetables,erect,herb,perennial,single stem,grown on small scale
7859,medicinals & aromatic,erect,herb,perennial,,grown on small scale
7874,fruits & nuts,erect,tree,perennial,"evergreen, deciduous, single stem",grown on small scale
7944,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,,grown on small scale
7964,vegetables,prostrate/procumbent/semi-erect,herb,perennial,multi stem,
8001,"vegetables, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"deciduous, multi stem",grown on small scale
8002,"vegetables, ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,"deciduous, multi stem",
8005,"roots/tubers, ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,"deciduous, multi stem",harvested from wild
8039,"vegetables, materials, forest/wood",erect,tree,perennial,"evergreen, single stem",
8058,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
8076,"vegetables, materials, ornamentals/turf, forest/wood",erect,tree,perennial,"evergreen, multi stem",
8094,fruits & nuts,erect,shrub,perennial,"evergreen, multi stem, CAM photosynthesis",grown on small scale
8108,materials,erect,tree,perennial,evergreen,
8138,cereals & pseudocereals,erect,grass,annual,multi stem,grown on small scale
8143,"cereals & pseudocereals, forage/pasture, materials",erect,grass,annual,"multi stem, C3 photosynthesis",grown on large scale
8144,"cereals & pseudocereals, forage/pasture, materials",erect,grass,annual,"multi stem, C3 photosynthesis",grown on small scale
8207,"fruits & nuts, forest/wood",erect,tree,perennial,"evergreen, single stem",
8245,materials,erect,shrub,perennial,"evergreen, multi stem",
8280,cereals & pseudocereals,erect,grass,annual,"single stem, C4 photosynthesis",grown on small scale
8281,"forage/pasture, environmental",erect,grass,perennial,multi stem,
8286,"cereals & pseudocereals, forage/pasture",erect,grass,annual,,grown on small scale
8295,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,annual,,"grown on small scale, harvested from wild"
8296,medicinals & aromatic,erect,herb,annual,,grown on large scale
8309,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
8323,"pulses (grain legumes), forage/pasture, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
8328,"vegetables, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,single stem,
8368,"fruits & nuts, environmental",climber/scrambler/scadent,vine,perennial,multi stem,grown on small scale
8370,"fruits & nuts, ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,herb,perennial,,grown on large scale
8386,medicinals & aromatic,climber/scrambler/scadent,vine,perennial,multi stem,"grown on small scale, harvested from wild"
8409,"vegetables, environmental",erect,herb,perennial,"deciduous, multi stem",
8418,cereals & pseudocereals,erect,grass,annual,,grown on large scale
8432,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,single stem,
8466,"fruits & nuts, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"single stem, multi stem",
8488,forage/pasture,erect,grass,perennial,,grown on large scale
8524,"forage/pasture, fruits & nuts, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
8526,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
8532,"forage/pasture, vegetables, materials, ornamentals/turf, medicinals & aromatic, environmental, weed",erect,grass,perennial,multi stem,grown on small scale
8537,"forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
8552,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,"grown on small scale, harvested from wild"
8556,"vegetables, ornamentals/turf",erect,herb,annual,"single stem, multi stem","grown on small scale, harvested from wild"
8565,"vegetables, ornamentals/turf, medicinals & aromatic, environmental",erect,herb,perennial,"deciduous, multi stem",grown on small scale
8566,"fruits & nuts, medicinals & aromatic",erect,herb,perennial,,grown on small scale
8632,fruits & nuts,erect,tree,perennial,"evergreen, single stem",harvested from wild
8647,"fruits & nuts, ornamentals/turf, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
8700,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed",erect,"shrub, tree",perennial,"semi evergreen, single stem, multi stem",grown on small scale
8753,"roots/tubers, medicinals & aromatic",erect,herb,perennial,,grown on small scale
8785,"fruits & nuts, forest/wood",erect,tree,perennial,"evergreen, single stem",harvested from wild
8821,medicinals & aromatic,erect,herb,perennial,,harvested from wild
8852,"roots/tubers, materials, cover crop",erect,herb,"annual, perennial",,grown on small scale
8882,"forage/pasture, vegetables, ornamentals/turf, medicinals & aromatic, weed",prostrate/procumbent/semi-erect,herb,annual,"multi stem, C4 photosynthesis",grown on small scale
8912,"fruits & nuts, forest/wood",erect,tree,perennial,"evergreen, single stem",grown on small scale
8917,"fruits & nuts, forest/wood",erect,tree,perennial,"evergreen, deciduous, single stem","grown on small scale, harvested from wild"
8946,"forage/pasture, fruits & nuts, materials, ornamentals/turf, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem, C3 photosynthesis",grown on small scale
8951,"forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, deciduous, single stem, C3 photosynthesis",grown on large scale
8953,"pulses (grain legumes), forage/pasture, materials, ornamentals/turf, forest/wood, environmental, weed",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem, C3 photosynthesis",grown on small scale
8958,"forage/pasture, vegetables, forest/wood, environmental, weed",erect,tree,perennial,"deciduous, single stem, C3 photosynthesis",
8965,"fruits & nuts, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem","grown on large scale, harvested from wild"
8967,"fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on small scale
8970,"fruits & nuts, materials, forest/wood",erect,tree,perennial,"deciduous, single stem","grown on small scale, harvested from wild"
8983,"fruits & nuts, ornamentals/turf",erect,"shrub, tree",perennial,"single stem, multi stem",
8992,"fruits & nuts, ornamentals/turf",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
8995,"fruits & nuts, medicinals & aromatic",prostrate/procumbent/semi-erect,shrub,perennial,"deciduous, multi stem",harvested from wild
9018,"fruits & nuts, ornamentals/turf, forest/wood",erect,tree,perennial,single stem,harvested from wild
9042,"vegetables, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, semi evergreen, single stem",
9044,"forage/pasture, vegetables, medicinals & aromatic",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
9068,medicinals & aromatic,erect,herb,perennial,multi stem,harvested from wild
9086,forest/wood,erect,tree,perennial,"deciduous, single stem",grown on large scale
9096,"fruits & nuts, materials, ornamentals/turf, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
9097,"forage/pasture, fruits & nuts, materials, ornamentals/turf, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
9138,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem","grown on large scale, harvested from wild"
9168,vegetables,erect,herb,annual,single stem,grown on small scale
9213,"fruits & nuts, ornamentals/turf, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
9228,medicinals & aromatic,erect,herb,perennial,,"grown on small scale, harvested from wild"
9279,fruits & nuts,erect,shrub,perennial,"deciduous, multi stem",
9282,fruits & nuts,erect,shrub,perennial,"deciduous, multi stem",grown on large scale
9285,"fruits & nuts, medicinals & aromatic",erect,shrub,perennial,,grown on large scale
9287,fruits & nuts,erect,shrub,perennial,"deciduous, multi stem",grown on large scale
9290,"fruits & nuts, medicinals & aromatic",erect,shrub,perennial,,grown on large scale
9291,"vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,single stem,
9292,"forage/pasture, fruits & nuts, environmental",erect,tree,perennial,"deciduous, single stem","grown on small scale, harvested from wild"
9312,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,shrub,perennial,,"grown on small scale, harvested from wild"
9359,medicinals & aromatic,climber/scrambler/scadent,sub-shrub,perennial,"deciduous, multi stem","grown on small scale, harvested from wild"
9373,fruits & nuts,erect,shrub,perennial,"deciduous, multi stem",
9374,fruits & nuts,erect,shrub,perennial,"deciduous, multi stem",
9419,medicinals & aromatic,erect,sub-shrub,perennial,,harvested from wild
9432,"forage/pasture, materials, environmental",erect,grass,perennial,multi stem,previously widely grown
9434,"forage/pasture, materials, environmental",erect,grass,perennial,C4 photosynthesis,grown on large scale
9441,roots/tubers,prostrate/procumbent/semi-erect,herb,perennial,single stem,
9449,"fruits & nuts, materials, environmental",prostrate/procumbent/semi-erect,tree,perennial,evergreen,
9450,"fruits & nuts, environmental",prostrate/procumbent/semi-erect,"shrub, tree",perennial,"evergreen, multi stem",
9468,"forage/pasture, vegetables, materials",erect,herb,annual,,grown on large scale
9506,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
9527,"forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,"deciduous, multi stem",
9528,"forage/pasture, fruits & nuts",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
9531,"fruits & nuts, medicinals & aromatic",erect,shrub,perennial,,harvested from wild
9536,medicinals & aromatic,erect,herb,annual,,harvested from wild
9545,"fruits & nuts, forest/wood",erect,"shrub, tree",perennial,"single stem, multi stem",
9546,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
9593,"forage/pasture, fruits & nuts, vegetables, medicinals & aromatic, environmental",erect,shrub,perennial,multi stem,grown on small scale
9621,"fruits & nuts, vegetables, materials, forest/wood",erect,tree,perennial,"semi evergreen, deciduous, single stem",
9639,"roots/tubers, vegetables, materials, ornamentals/turf, environmental",erect,grass,perennial,multi stem,"grown on small scale, harvested from wild"
9645,fruits & nuts,erect,tree,perennial,single stem,
9712,"forage/pasture, materials, forest/wood, environmental, weed",erect,"herb, sub-shrub",annual,"single stem, multi stem",
9722,"forage/pasture, vegetables, materials, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",
9732,"cereals & pseudocereals, forage/pasture",erect,grass,annual,,grown on large scale
9747,"forage/pasture, fruits & nuts, materials, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on large scale
9785,"fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
9786,"forage/pasture, fruits & nuts, materials, medicinals & aromatic",erect,shrub,perennial,"evergreen, multi stem","grown on small scale, harvested from wild"
9787,materials,erect,herb,annual,,grown on large scale
9825,"vegetables, ornamentals/turf",erect,"herb, sub-shrub","annual, perennial","deciduous, multi stem",grown on small scale
9863,fruits & nuts,erect,shrub,perennial,multi stem,
9864,"vegetables, medicinals & aromatic, weed",erect,"herb, sub-shrub","biennial, perennial",multi stem,
9868,"vegetables, medicinals & aromatic",erect,"herb, sub-shrub",annual,multi stem,
9878,"vegetables, ornamentals/turf",erect,"herb, vine",perennial,"single stem, multi stem",grown on small scale
9916,roots/tubers,erect,herb,annual,,grown on small scale
9922,roots/tubers,"prostrate/procumbent/semi-erect, climber/scrambler/scadent",herb,annual,multi stem,grown on small scale
9941,"fruits & nuts, medicinals & aromatic, forest/wood",erect,tree,perennial,,"grown on small scale, harvested from wild"
9942,"fruits & nuts, ornamentals/turf",erect,tree,perennial,"evergreen, deciduous",grown on small scale
10000,"pulses (grain legumes), roots/tubers, ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,sub-shrub,perennial,"deciduous, multi stem",grown on small scale
10015,fruits & nuts,erect,tree,perennial,"deciduous, single stem, multi stem","grown on small scale, harvested from wild"
10030,"roots/tubers, cover crop",erect,herb,perennial,multi stem,
10046,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,annual,,harvested from wild
10126,"fruits & nuts, medicinals & aromatic",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem","grown on small scale, harvested from wild"
10130,"forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
10135,"forage/pasture, fruits & nuts, vegetables, materials, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
10207,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
10223,"fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
10291,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,perennial,single stem,harvested from wild
10307,vegetables,climber/scrambler/scadent,vine,perennial,,
10308,fruits & nuts,climber/scrambler/scadent,vine,perennial,,
10319,"pulses (grain legumes), forage/pasture, medicinals & aromatic, environmental",climber/scrambler/scadent,herb,perennial,multi stem,"grown on large scale, grown on small scale"
10370,vegetables,prostrate/procumbent/semi-erect,herb,"annual, biennial",multi stem,grown on small scale
10391,"fruits & nuts, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
10394,"fruits & nuts, environmental",erect,tree,perennial,"semi evergreen, single stem",grown on small scale
10458,"forage/pasture, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"semi evergreen, deciduous, single stem",harvested from wild
10478,"vegetables, medicinals & aromatic","erect, acaulescent (or rosette plants)",herb,biennial,,"grown on small scale, harvested from wild"
10554,medicinals & aromatic,erect,herb,annual,multi stem,grown on large scale
10579,"cereals & pseudocereals, forage/pasture",erect,grass,annual,,
10581,"cereals & pseudocereals, forage/pasture",erect,grass,annual,,grown on small scale
10582,cereals & pseudocereals,erect,grass,annual,"single stem, C3 photosynthesis",grown on large scale
10591,"cereals & pseudocereals, forage/pasture",erect,grass,annual,,grown on small scale
10626,"pulses (grain legumes), roots/tubers, forage/pasture",prostrate/procumbent/semi-erect,"herb, vine",perennial,"deciduous, multi stem",harvested from wild
10628,"vegetables, materials, medicinals & aromatic, environmental",erect,grass,perennial,"deciduous, multi stem",harvested from wild
10631,"roots/tubers, vegetables, materials, medicinals & aromatic, environmental",erect,grass,perennial,"evergreen, deciduous, multi stem",
10633,"forage/pasture, vegetables, materials, medicinals & aromatic, environmental",erect,grass,perennial,"deciduous, multi stem","grown on small scale, harvested from wild"
10644,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, semi evergreen, single stem",
10679,"vegetables, materials, medicinals & aromatic","erect, prostrate/procumbent/semi-erect",herb,perennial,"deciduous, multi stem",
10686,medicinals & aromatic,erect,herb,annual,,harvested from wild
10687,"forage/pasture, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,,harvested from wild
10700,"fruits & nuts, medicinals & aromatic",prostrate/procumbent/semi-erect,"sub-shrub, shrub",perennial,multi stem,
10704,fruits & nuts,erect,shrub,perennial,"deciduous, multi stem","grown on large scale, harvested from wild"
10711,fruits & nuts,prostrate/procumbent/semi-erect,"vine, sub-shrub",perennial,multi stem,grown on large scale
10714,"fruits & nuts, medicinals & aromatic",erect,sub-shrub,perennial,"deciduous, multi stem","grown on small scale, harvested from wild"
10719,"fruits & nuts, medicinals & aromatic",prostrate/procumbent/semi-erect,sub-shrub,perennial,,harvested from wild
10733,"fruits & nuts, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
10734,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
10758,medicinals & aromatic,erect,herb,perennial,,harvested from wild
10763,"forage/pasture, vegetables, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",
10808,"pulses (grain legumes), forage/pasture",climber/scrambler/scadent,herb,annual,multi stem,
10830,pulses (grain legumes),prostrate/procumbent/semi-erect,herb,annual,multi stem,grown on small scale
10833,pulses (grain legumes),prostrate/procumbent/semi-erect,herb,annual,,grown on large scale
10834,"pulses (grain legumes), forage/pasture, environmental","erect, prostrate/procumbent/semi-erect",herb,annual,multi stem,
10835,"pulses (grain legumes), forage/pasture, vegetables",prostrate/procumbent/semi-erect,herb,annual,"single stem, C3 photosynthesis",grown on small scale
10836,"pulses (grain legumes), roots/tubers, forage/pasture, vegetables, cover crop, environmental","prostrate/procumbent/semi-erect, climber/scrambler/scadent","herb, vine",perennial,multi stem,grown on small scale
10862,materials,erect,tree,perennial,single stem,grown on small scale
10874,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
10880,"fruits & nuts, ornamentals/turf, forest/wood",erect,tree,perennial,single stem,
10895,,climber/scrambler/scadent,"herb, vine",perennial,"deciduous, single stem",
10900,fruits & nuts,climber/scrambler/scadent,vine,perennial,"deciduous, single stem",grown on small scale
10914,"fruits & nuts, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",grown on small scale
10941,vegetables,erect,herb,perennial,single stem,grown on small scale
10967,"vegetables, ornamentals/turf, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
10981,"forage/pasture, vegetables",erect,grass,annual,single stem,grown on large scale
10982,"cereals & pseudocereals, forage/pasture, weed",erect,grass,annual,single stem,grown on small scale
10994,"vegetables, materials, medicinals & aromatic",erect,herb,perennial,"deciduous, multi stem",grown on small scale
11001,"forage/pasture, fruits & nuts, vegetables, materials, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
11015,"forage/pasture, fruits & nuts, vegetables",prostrate/procumbent/semi-erect,herb,,,harvested from wild
11029,"fruits & nuts, materials, medicinals & aromatic","erect, prostrate/procumbent/semi-erect","shrub, tree",perennial,"deciduous, single stem, multi stem",
11291,"vegetables, materials, environmental",erect,herb,"annual, biennial",single stem,grown on small scale
11426,pulses (grain legumes),prostrate/procumbent/semi-erect,herb,annual,,grown on small scale
11661,"pulses (grain legumes), forage/pasture",erect,tree,perennial,single stem,"grown on small scale, harvested from wild"
11684,"pulses (grain legumes), forage/pasture",erect,tree,perennial,single stem,grown on small scale
11687,"pulses (grain legumes), forage/pasture",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
11689,"pulses (grain legumes), forage/pasture, environmental",erect,tree,perennial,single stem,grown on small scale
11750,medicinals & aromatic,erect,herb,perennial,,grown on small scale
11752,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental, weed",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
12183,medicinals & aromatic,acaulescent (or rosette plants),herb,perennial,,harvested from wild
12396,"vegetables, ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,multi stem,
12414,"fruits & nuts, medicinals & aromatic",prostrate/procumbent/semi-erect,sub-shrub,perennial,,harvested from wild
12484,"vegetables, materials, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"single stem, multi stem",
12493,"vegetables, materials, medicinals & aromatic",erect,herb,perennial,"deciduous, multi stem","grown on small scale, harvested from wild"
12852,"vegetables, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",harvested from wild
13007,"fruits & nuts, materials, medicinals & aromatic",erect,tree,perennial,,grown on small scale
13402,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem","grown on small scale, harvested from wild"
14023,"ornamentals/turf, medicinals & aromatic",erect,herb,,,
14060,"fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
14639,"fruits & nuts, ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,other,perennial,,grown on small scale
15772,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,annual,,harvested from wild
16098,"vegetables, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"deciduous, multi stem",
16203,"fruits & nuts, medicinals & aromatic",erect,tree,perennial,,grown on large scale
16595,"vegetables, ornamentals/turf",acaulescent (or rosette plants),herb,perennial,deciduous,grown on small scale
17012,"roots/tubers, vegetables, ornamentals/turf, medicinals & aromatic",erect,grass,perennial,"deciduous, multi stem",harvested from wild
17131,medicinals & aromatic,erect,herb,perennial,,harvested from wild
17152,medicinals & aromatic,climber/scrambler/scadent,vine,perennial,,harvested from wild
17278,"forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic",acaulescent (or rosette plants),herb,annual,"deciduous, single stem",
17507,"pulses (grain legumes), forage/pasture, environmental","erect, climber/scrambler/scadent",herb,annual,multi stem,
17633,"forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on small scale
17643,pulses (grain legumes),prostrate/procumbent/semi-erect,herb,annual,,grown on small scale
